,Name,Text,Time
56,President Biden,"I've always believed in the power of research to save lives and ensure Americans get the care they need.

Starting today, the first-ever White House Initiative on Women’s Health Research will work towards that goal, changing how we approach and fund women’s health research. https://t.co/9gEFbtXdBn",2023-11-13 22:21:11+00:00
57,Joe Biden,"Instead of lower wages, the UAW won record gains. 
Instead of fewer jobs, the UAW won a commitment for thousands more jobs. 
Instead of less involvement and investment, the UAW encouraged American automakers to invest $40 billion in the American auto industry.

It's a big deal. https://t.co/qyz7TbdzmS",2023-11-13 21:15:06+00:00
58,Joe Biden,"Today, we celebrated the Vegas @GoldenKnights on their hard-earned Stanley Cup victory.

They’re proving Vegas sports is one of the best shows in town. https://t.co/3wGkIztDq5",2023-11-13 19:45:07+00:00
59,Joe Biden,"I’m proud to say we’ve reached an important milestone: the confirmation of 150 life-tenured federal judges since I took office. 

All of these men and women are highly qualified, faithful to the rule of law, dedicated to the Constitution, and reflect the diversity that is our country’s strength.",2023-11-13 18:14:48+00:00
60,Joe Biden,"MAGA Republicans in Congress are proposing to slash Amtrak’s budget.

We're trying to make train travel easier, faster, safer, and more reliable. They're trying to make it slower, harder, and less safe. 

You can't make this stuff up.",2023-11-12 23:57:00+00:00
61,Joe Biden,The future of the automobile industry will be made in America by American union workers.,2023-11-12 21:34:00+00:00
62,Joe Biden,"RT @POTUS: Over the course of generations, South Asian Americans have woven Diwali traditions into the fabric of our nation – symbolizing the message of seeking the light of wisdom, love, and unity over the darkness of ignorance, hate, and division.

It’s a message that has helped our nation emerge stronger from the past few difficult years, and matters now more than ever. On this Diwali, may we reflect on the strength of our shared light and embrace the enduring spirit of this holiday and of our nation.

To the more than one billion Hindus, Jains, Sikhs, and Buddhists celebrating in America and around the world, we wish you a happy Diwali.",2023-11-12 15:13:46+00:00
63,President Biden,"Over the course of generations, South Asian Americans have woven Diwali traditions into the fabric of our nation – symbolizing the message of seeking the light of wisdom, love, and unity over the darkness of ignorance, hate, and division.

It’s a message that has helped our nation emerge stronger from the past few difficult years, and matters now more than ever. On this Diwali, may we reflect on the strength of our shared light and embrace the enduring spirit of this holiday and of our nation.

To the more than one billion Hindus, Jains, Sikhs, and Buddhists celebrating in America and around the world, we wish you a happy Diwali.",2023-11-12 14:50:12+00:00
64,Joe Biden,"If you don’t respect our troops, you can’t lead them. https://t.co/vmE2i0TLla",2023-11-11 22:33:00+00:00
65,Joe Biden,"RT @POTUS: Today, we honor the story of our veterans – the story of our nation at its best.

On Veterans Day, let’s recommit to fulfilling our one sacred obligation as a nation: to prepare those we send into harm’s way and care for them and their families when they come home. https://t.co/tLDS4cbjyD",2023-11-11 13:34:24+00:00
66,President Biden,"Today, we honor the story of our veterans – the story of our nation at its best.

On Veterans Day, let’s recommit to fulfilling our one sacred obligation as a nation: to prepare those we send into harm’s way and care for them and their families when they come home. https://t.co/tLDS4cbjyD",2023-11-11 13:29:38+00:00
67,Joe Biden,Republicans in Congress should join me in growing the economy and reducing inflation—rather than making threats to weaken our economy or prioritizing more tax cuts for the wealthy and large corporations over essential programs for hardworking families and our national security.,2023-11-11 00:29:00+00:00
68,Joe Biden,"Folks, it’s official: We’re on the ballot in South Carolina. 

South Carolina launched our campaign to victory in 2020, and I know they’ll do it again. https://t.co/kmc98Qr3Ha",2023-11-10 20:55:36+00:00
69,Joe Biden,"The UAW proved what I’ve always believed: Wall Street didn’t build America. The middle class built America, and unions built the middle class. https://t.co/REJd3psTC6",2023-11-10 19:52:21+00:00
70,Joe Biden,"I joined the picket line and stood shoulder-to-shoulder with the UAW.

My predecessor went to a non-union shop and attacked them. https://t.co/t1LuGZMaFc",2023-11-10 16:40:06+00:00
