,Name,Text,Time
88,Ilhan Omar,"RT @SenJeffMerkley: I am calling for a ceasefire—a cessation of hostilities by both sides. To endure, the ceasefire and the following negotiations must accomplish other essential objectives, including the release of all hostages and a massive influx of humanitarian aid. https://t.co/aaUdEKhfgM",2023-11-21 14:25:04+00:00
89,Senator Jeff Merkley,"I am calling for a ceasefire—a cessation of hostilities by both sides. To endure, the ceasefire and the following negotiations must accomplish other essential objectives, including the release of all hostages and a massive influx of humanitarian aid. https://t.co/aaUdEKhfgM",2023-11-20 20:48:15+00:00
90,Ilhan Omar,"RT @BarakRavid: 🚨BREAKING: Biden says the U.S. is prepared to impose sanctions on Israeli settlers who are involved in attacks against Palestinians in the West Bank. 
🚨Why it matters: This is a big deal. It's the 1st time the U.S. is publicly considering individual sanctions against settlers https://t.co/O2ZxUCCKpt",2023-11-19 01:51:40+00:00
91,Barak Ravid,"🚨BREAKING: Biden says the U.S. is prepared to impose sanctions on Israeli settlers who are involved in attacks against Palestinians in the West Bank. 
🚨Why it matters: This is a big deal. It's the 1st time the U.S. is publicly considering individual sanctions against settlers https://t.co/O2ZxUCCKpt",2023-11-18 20:38:17+00:00
92,Ilhan Omar,💔,2023-11-18 23:13:40+00:00
93,Nour Naim| نور نعيم,"""He has gone... my brother has gone to join our father. Pray for him, and please don't cry."" 

- A little girl consoling her siblings after the martyrdom of her brother and father !

No words, just no words❗️
 https://t.co/D0C0JIrPti",2023-11-18 22:48:25+00:00
94,Ilhan Omar,"RT @AOC: Conditioning aid to Israel, as we do with virtually all other US allies, is a responsible course of action.

The United States has a legal and moral responsibility to ensure that public resources do not facilitate gross violations of human rights and international law.",2023-11-18 23:06:46+00:00
95,Alexandria Ocasio-Cortez,"Conditioning aid to Israel, as we do with virtually all other US allies, is a responsible course of action.

The United States has a legal and moral responsibility to ensure that public resources do not facilitate gross violations of human rights and international law.",2023-11-18 23:00:22+00:00
96,POLITICO,"Democrats in Senate, House discuss conditioning military aid to Israel https://t.co/XnyLXFkqKk",2023-11-18 17:46:43+00:00
97,Ilhan Omar,"RT @tparsi: As Abu Ahmad, waving a white flag, follows Israeli instructions and flees their house, his son is shot in the head. 

""I told you, let’s stay at home, my son! Let’s stay at home!""  

His son didn't make it.

A neighbor's son, no more than 4 years old, watches the whole scene. Damaged for life.",2023-11-17 15:57:32+00:00
98,Trita Parsi,"As Abu Ahmad, waving a white flag, follows Israeli instructions and flees their house, his son is shot in the head. 

""I told you, let’s stay at home, my son! Let’s stay at home!""  

His son didn't make it.

A neighbor's son, no more than 4 years old, watches the whole scene. Damaged for life.",2023-11-17 12:38:38+00:00
99,Ilhan Omar,"RT @ragipsoylu: Piers Morgan is totally destroyed here as his bias on Gaza is completely exposed. 

Morgan argues that what happens in Ukraine is genocide but Gaza is not. 

Even though, in every metric of the comparison more civilians died in Gaza than Ukraine https://t.co/vc9ZPqkmrD",2023-11-17 03:24:01+00:00
100,Ragıp Soylu,"Piers Morgan is totally destroyed here as his bias on Gaza is completely exposed. 

Morgan argues that what happens in Ukraine is genocide but Gaza is not. 

Even though, in every metric of the comparison more civilians died in Gaza than Ukraine https://t.co/vc9ZPqkmrD",2023-11-16 19:16:11+00:00
101,Ilhan Omar,RT @mehdirhasan: Important joint statement from a bevy of top UN officials and humanitarian agency chiefs:,2023-11-17 03:19:52+00:00
102,Mehdi Hasan,Important joint statement from a bevy of top UN officials and humanitarian agency chiefs:,2023-11-16 22:29:06+00:00
103,Melissa Fleming 🇺🇳,"""Our position is clear: We will not participate in the establishment of any 'safe zone' in Gaza that is set up without the agreement of all the parties, &amp; unless fundamental conditions are in place to ensure safety &amp; other essential needs are met."" 
https://t.co/P1bWIKzR65 https://t.co/jr0msPGePV",2023-11-16 17:32:10+00:00
104,Ilhan Omar,"RT @mehdirhasan: ""That was also a mistake""

I asked Prime Minister Netanyahu's senior adviser Mark Regev about the Israeli spokesmen who have falsely claimed that there were terrorist names on a hospital calendar &amp; that Palestinians were faking their injuries on camera:
https://t.co/UGLsEktyFf",2023-11-17 03:15:21+00:00
105,Mehdi Hasan,"""That was also a mistake""

I asked Prime Minister Netanyahu's senior adviser Mark Regev about the Israeli spokesmen who have falsely claimed that there were terrorist names on a hospital calendar &amp; that Palestinians were faking their injuries on camera:
https://t.co/UGLsEktyFf",2023-11-17 01:44:08+00:00
106,Ilhan Omar,"RT @EducationMN: Anoka Hennepin. Edina. Rochester. St. Paul. Educators across the state are pushing back, standing up and — in some cases — walking out to demand contracts that recognize and respect their work because WE ARE ALL WORTH MORE! #mnleg #edmnvotes https://t.co/sARTMlMejb",2023-11-17 00:31:33+00:00
107,Education Minnesota,"Anoka Hennepin. Edina. Rochester. St. Paul. Educators across the state are pushing back, standing up and — in some cases — walking out to demand contracts that recognize and respect their work because WE ARE ALL WORTH MORE! #mnleg #edmnvotes https://t.co/sARTMlMejb",2023-11-16 22:03:52+00:00
108,Ilhan Omar,"RT @RepBeccaB: The Israeli siege on Gaza has killed thousands of civilians, thousands of children. Millions are without food, water, fuel and medicine. This is dire.

What is needed right now is an immediate break in violence to allow for a true negotiated ceasefire.
https://t.co/6IblwV2XGa",2023-11-16 19:27:23+00:00
109,Rep. Becca Balint,"The Israeli siege on Gaza has killed thousands of civilians, thousands of children. Millions are without food, water, fuel and medicine. This is dire.

What is needed right now is an immediate break in violence to allow for a true negotiated ceasefire.
https://t.co/6IblwV2XGa",2023-11-16 18:24:42+00:00
110,Ilhan Omar,Solidarity with the Starbucks workers leading the largest walkout in the company's history! This is what happens when millionaire and billionaire CEOs deny workers a contract and union bust.,2023-11-16 17:24:13+00:00
